0	573 128 629 714 
1	596 105 615 666 
1	506 308 613 846 
1	352 192 624 665 
1	433 106 620 770 
0	411 84 611 652 
0	378 322 627 709 
0	498 149 607 756 
1	433 2 627 721 
0	542 249 622 717 
0	503 252 626 739 
0	513 313 611 733 
1	550 241 613 642 
0	429 152 627 896 
1	352 187 620 845 
1	352 196 620 764 
0	542 79 606 859 
1	430 70 623 733 
0	514 0 615 733 
1	451 102 613 687 
1	522 249 620 718 
0	422 206 613 689 
0	544 30 618 914 
1	530 282 623 806 
0	360 197 614 733 
1	544 284 615 733 
1	544 276 620 778 
1	478 257 613 905 
0	389 181 615 903 
0	453 199 628 679 
1	432 272 620 825 
0	492 154 615 921 
1	497 250 620 725 
1	416 184 613 738 
1	438 323 613 683 
0	478 14 628 733 
1	343 126 627 786 
0	394 318 629 733 
1	459 190 620 740 
1	408 121 614 733 
1	438 247 620 856 
1	528 164 620 799 
1	478 162 607 733 
0	337 256 627 682 
0	504 279 615 795 
0	561 173 622 829 
1	346 227 602 646 
1	590 58 610 733 
1	450 254 620 683 
0	581 275 613 701 
1	344 210 615 835 
0	592 157 615 879 
